,Post Office,Pin Code,Latitude,Longitude,City,VenueName,VenueLatitude,VenueLongitude,VenueCategory
1201,Mulund (East),400081,19.1704719,72.9610447,Mumbai,Domino's Pizza,19.16942823984859,72.95881498378063,Pizza Place
1202,Mulund (East),400081,19.1704719,72.9610447,Mumbai,Kampa,19.168042075605488,72.96131222122473,Chinese Restaurant
1203,Mulund (East),400081,19.1704719,72.9610447,Mumbai,China Garden,19.17056039515101,72.96056738952488,Chinese Restaurant
1204,Mulund (East),400081,19.1704719,72.9610447,Mumbai,Mandap,19.17154075109354,72.95642295688712,Restaurant
1205,Mulund (East),400081,19.1704719,72.9610447,Mumbai,Shubham (Quick Chef),19.174765618595284,72.95808383630556,Restaurant
1206,Mulund (East),400081,19.1704719,72.9610447,Mumbai,Sitara Restaurant & Bar,19.17489694984957,72.9578992947227,Restaurant
1207,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Naturals Ice Cream,19.171515420122525,72.95012739341136,Dessert Shop
1208,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Tarkeshwar Snacks & Juice Center,19.17222805054873,72.95067309436331,Snack Place
1209,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Vishwa Bharti,19.172547973497288,72.95599200708861,Indian Restaurant
1210,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,R Steam Hot,19.17568793584445,72.95247687986294,Fast Food Restaurant
1211,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,"R mall, Mulund west",19.175374657905586,72.95050597942175,Shopping Mall
1212,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Kalidas Badminton Court,19.17411845495967,72.9488774316699,Athletics & Sports
1213,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Sandeep Bar and Restaurant,19.175878496358443,72.95238333475876,Bar
1214,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Cafe Coffee Day,19.171342375858764,72.954646725744,Café
1215,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Prabhu ice cream,19.17261052371686,72.95602387680108,Ice Cream Shop
1216,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Mahakavi Kalidas Natya Mandir,19.173408099128253,72.94901229414637,Theater
1217,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Mulund West Market,19.173005442589997,72.95452561859067,Flea Market
1218,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Kirti Mahal,19.175562475011688,72.95257789948663,Indian Restaurant
1219,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,McDonald's,19.168481976562425,72.95222457092889,Fast Food Restaurant
1220,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Achija Fast Food Hotel,19.17150161805354,72.95030059823549,Fast Food Restaurant
1221,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Mulund Railway Station,19.172394785160574,72.95666456222534,Train Station
1222,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Birdys Bakery and Patisserie,19.174499998250354,72.95370093490214,Bakery
1223,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Mulund Frankie,19.17474889035452,72.95368363381503,Snack Place
1224,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,HDFC Bank,19.17594435001757,72.9492891168373,Bank
1225,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Vishwa Samrat,19.176556971868468,72.9527546789157,Bar
1226,Mulund (West),400080,19.1719717,72.95119559999998,Mumbai,Mulund Bus Depot,19.17582166023397,72.94746092767815,Bus Station
1227,Mulund Colony,400082,19.1777778,72.93835109999998,Mumbai,Rasna Steam Hot,19.18082204778822,72.94031417736666,Snack Place
1228,Mulund Colony,400082,19.1777778,72.93835109999998,Mumbai,Kartik Juice And Snacks,19.180573091272766,72.93972014696958,Food & Drink Shop
1229,Mulund Colony,400082,19.1777778,72.93835109999998,Mumbai,Cypruss,19.180718310173408,72.94023454074872,Mountain
1230,Mulund Colony,400082,19.1777778,72.93835109999998,Mumbai,Mulund Colony,19.176728993926112,72.93776448897155,Plaza
1231,Mulund Colony,400082,19.1777778,72.93835109999998,Mumbai,Baskin-Robbins,19.18064296245575,72.93941700000005,Ice Cream Shop
1232,Mulund Colony,400082,19.1777778,72.93835109999998,Mumbai,McDonald's,19.180796373079385,72.93840051455979,Fast Food Restaurant
1233,Mulund Colony,400082,19.1777778,72.93835109999998,Mumbai,China Garden,19.181304280513913,72.94073901420114,Chinese Restaurant
1234,Mulund Colony,400082,19.1777778,72.93835109999998,Mumbai,On the Hills,19.179499712077305,72.94118038520803,Trail
1235,Mulund Colony,400082,19.1777778,72.93835109999998,Mumbai,Converse Shoe Store,19.182490233780197,72.94093815710714,Shoe Store
1236,Nariman Point,400021,18.9259514,72.8232083,Mumbai,The Sassy Spoon,18.928425922468104,72.82251196171583,Diner
1237,Nariman Point,400021,18.9259514,72.8232083,Mumbai,National Centre for the Performing Arts (NCPA),18.92563130239702,72.81986117362977,Performing Arts Venue
1238,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Swati Snacks,18.92443615043811,72.82475613548655,Chaat Place
1239,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Tata Theatre,18.925062966444333,72.8199577331543,Theater
1240,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Nariman Point,18.929183358305558,72.82223224639894,Scenic Lookout
1241,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Trident,18.92787752948028,72.82071104273936,Hotel
1242,Nariman Point,400021,18.9259514,72.8232083,Mumbai,The Oberoi,18.92710051682048,72.82016472076614,Hotel
1243,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Status,18.924561999999998,72.821526,Indian Restaurant
1244,Nariman Point,400021,18.9259514,72.8232083,Mumbai,INOX,18.9264647470824,72.82247022467206,Movie Theater
1245,Nariman Point,400021,18.9259514,72.8232083,Mumbai,India Jones,18.927878457481015,72.82066393146418,Restaurant
1246,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Café at the NCPA,18.925256842842924,72.81957843982663,Café
1247,Nariman Point,400021,18.9259514,72.8232083,Mumbai,The Oberoi Patisserie & Delicatessen,18.926525207259804,72.82080995728009,Dessert Shop
1248,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Starbucks,18.92768725998919,72.8219429614842,Coffee Shop
1249,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Amadeus,18.925495223376178,72.81949472967129,Mediterranean Restaurant
1250,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Jamshed Bhabha Theatre,18.925134088036188,72.81973001417266,Theater
1251,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Fenix Oberoi,18.927143611688816,72.82014258477373,Restaurant
1252,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Frangipani,18.92790952638596,72.8206791347405,Mediterranean Restaurant
1253,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Suzette,18.92511821292771,72.82149491910177,French Restaurant
1254,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Experimental Theatre,18.926085653304558,72.82024933500047,Theater
1255,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Fenix,18.92713084668976,72.82015074655548,Japanese Restaurant
1256,Nariman Point,400021,18.9259514,72.8232083,Mumbai,The Cooperage Football Stadium,18.924912526988347,72.82829289670829,Stadium
1257,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Ziya,18.927116093151547,72.82016540442402,Indian Restaurant
1258,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Desi Klub,18.924512102172862,72.82264973694109,Chaat Place
1259,Nariman Point,400021,18.9259514,72.8232083,Mumbai,The Eau Bar,18.927069550564692,72.82016652444287,Lounge
1260,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Subway,18.9264679462756,72.82251125285434,Sandwich Place
1261,Nariman Point,400021,18.9259514,72.8232083,Mumbai,McDonald's,18.926775,72.822464,Fast Food Restaurant
1262,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Opium Den,18.927874298655254,72.82063626034476,Wine Bar
1263,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Princess Victoria Mary Gymkhana,18.92380132677576,72.82758201257832,Tennis Court
1264,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Spesso Gourmet Kitchen,18.92443910276209,72.82156048132988,Italian Restaurant
1265,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Relish,18.93032032678112,72.8263605683189,Italian Restaurant
1266,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Barista creme,18.92217285773455,72.82664843109578,Café
1267,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Sachin's Zhunka Bhaakar Kendra,18.92801611422772,72.82269359019666,Snack Place
1268,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Vasant Sagar,18.925761034178905,72.82600314359972,Indian Restaurant
1269,Nariman Point,400021,18.9259514,72.8232083,Mumbai,CR2,18.926447610437254,72.82241548162833,Shopping Mall
1270,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Ristorante Prego,18.926273562168262,72.82264150080499,Italian Restaurant
1271,Nariman Point,400021,18.9259514,72.8232083,Mumbai,Vetro,18.92673090684155,72.82057246740347,Italian Restaurant
1272,Nehru Nagar,400024,19.0010485,72.8194265,Mumbai,Naturals,19.001953952393038,72.81496609572919,Ice Cream Shop
1273,Nehru Nagar,400024,19.0010485,72.8194265,Mumbai,City Bakery,18.999804721539327,72.81687633219049,Bakery
1274,Nehru Nagar,400024,19.0010485,72.8194265,Mumbai,Baskin-Robbins,19.001550103286494,72.81531574263263,Ice Cream Shop
1275,Nehru Nagar,400024,19.0010485,72.8194265,Mumbai,Mukkam Post Malwan,18.996683365143227,72.8164544207239,Seafood Restaurant
1276,Nehru Nagar,400024,19.0010485,72.8194265,Mumbai,Mi Maratha,18.99891012598752,72.82424926757812,Indian Restaurant
1277,Nehru Nagar,400024,19.0010485,72.8194265,Mumbai,Kalpana,18.999321410454336,72.81712185289445,Indian Restaurant
1278,Nehru Nagar,400024,19.0010485,72.8194265,Mumbai,Sealord Family Restaurant & Bar,19.00224282210837,72.81437532698422,Diner
1279,Nehru Nagar,400024,19.0010485,72.8194265,Mumbai,Subway,19.002122773988518,72.81444280841106,Sandwich Place
1280,Nehru Nagar,400024,19.0010485,72.8194265,Mumbai,Cafe Coffee Day,19.002084054291775,72.81455650676708,Café
1281,Nehru Nagar,400024,19.0010485,72.8194265,Mumbai,SaffronArt,19.005868443658684,72.8177039704604,Art Gallery
1282,Nehru Nagar,400024,19.0010485,72.8194265,Mumbai,Palladium Ballroom,19.00569530602129,72.81771721125641,Hotel
1283,Pant Nagar,400075,19.0868209,72.9156026,Mumbai,Cafe Coffee Day,19.082554961979906,72.9133283081201,Coffee Shop
1284,Pant Nagar,400075,19.0868209,72.9156026,Mumbai,Ghatkopar Bus Depot,19.0881255929296,72.91815031252219,Bus Station
1285,Pant Nagar,400075,19.0868209,72.9156026,Mumbai,Rasika Bar,19.085593941753388,72.91281495503912,Bar
1286,Pant Nagar,400075,19.0868209,72.9156026,Mumbai,The Hideout,19.085518698160055,72.91278688401012,Playground
1287,Pant Nagar,400075,19.0868209,72.9156026,Mumbai,Platform No.1 Ghatkopar Stn,19.08535761757758,72.91157269156678,Platform
1288,Parel,400012,19.0094817,72.8376614,Mumbai,Starbucks,19.010664938563774,72.83524569023712,Coffee Shop
1289,Parel,400012,19.0094817,72.8376614,Mumbai,juice lounge,19.007414810431648,72.8328511820613,Juice Bar
1290,Parel,400012,19.0094817,72.8376614,Mumbai,LPQ,19.009318921282826,72.83555726306552,Bakery
1291,Parel,400012,19.0094817,72.8376614,Mumbai,subway,19.009187471851344,72.83579336575116,Sandwich Place
1292,Parel,400012,19.0094817,72.8376614,Mumbai,Paninaro,19.009168262432862,72.83571881919009,Bakery
1293,Parel,400012,19.0094817,72.8376614,Mumbai,Domino's Pizza,19.00742216482156,72.84098322500434,Pizza Place
1294,Parel,400012,19.0094817,72.8376614,Mumbai,Cafe Coffee Day,19.007892876770647,72.84132705823866,Coffee Shop
1295,Parel,400012,19.0094817,72.8376614,Mumbai,Gaurishankar Chhitrmal Mithaiwala,19.005567713119863,72.83944300367044,Snack Place
1296,Parel,400012,19.0094817,72.8376614,Mumbai,D'Bell Café & Lounge,19.0098653,72.8355775,Restaurant
1297,Parel,400012,19.0094817,72.8376614,Mumbai,White Owl,19.006862043572532,72.83311585973927,Brewery
1298,Parel,400012,19.0094817,72.8376614,Mumbai,Elphinstone Road Railway Station,19.007698170222817,72.83571881919009,Train Station
1299,Parel,400012,19.0094817,72.8376614,Mumbai,Hotel shantidoot,19.008530354688002,72.84105588092739,Indian Restaurant
1300,Parel,400012,19.0094817,72.8376614,Mumbai,D Bell,19.006831406274188,72.83311719546091,Restaurant
1301,Parel,400012,19.0094817,72.8376614,Mumbai,Bhoomi Plaza,19.01341528693177,72.83653191253049,Clothing Store
1302,Parel,400012,19.0094817,72.8376614,Mumbai,Persian bakery,19.008289085865528,72.84147707108953,Bakery
1303,Parel,400012,19.0094817,72.8376614,Mumbai,Kirti Mahal,19.00590079523186,72.83980384559416,Indian Restaurant
1304,Parel,400012,19.0094817,72.8376614,Mumbai,chaos control cafe,19.006219,72.84065,Café
1305,Parel,400012,19.0094817,72.8376614,Mumbai,Sadguru icecream & colddrinks,19.007872625830625,72.84192710908741,Food & Drink Shop
1306,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Domino's Pizza,19.017,72.83,Pizza Place
1307,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,"Subway, Prabhadevi",19.01312097200864,72.82836869396638,Sandwich Place
1308,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Starbucks Coffee: A Tata Alliance,19.012850878278595,72.82388641753305,Coffee Shop
1309,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Snack in the box,19.01292767710536,72.82596179129949,Bakery
1310,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,China Spice,19.01774056917322,72.8313954249825,Chinese Restaurant
1311,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Modakam,19.017457379636713,72.83070969115022,Fast Food Restaurant
1312,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,The Baker's Dozen Prabhadevi,19.012568739967488,72.82527603726814,Bakery
1313,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Barista,19.01746256609061,72.82792361416669,Café
1314,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Sri Siddhivinayak Refreshments,19.01735937464014,72.830419282845,Indian Restaurant
1315,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Ravindra Natya Mandir,19.01494832411588,72.83019175547305,Theater
1316,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Jaihind Lunch Home,19.011530626993565,72.83224903758139,Indian Restaurant
1317,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Reliance Digital Express,19.01286423893581,72.8278659137191,Electronics Store
1318,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Garnish,19.015733998116087,72.82790547972756,Indian Restaurant
1319,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Cafe Coffee Day,19.017057434434413,72.8300301657263,Café
1320,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Vijay Sales,19.01795701905072,72.83081028602446,Electronics Store
1321,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,China Valley,19.012652046865274,72.82514618763528,Chinese Restaurant
1322,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Cafe Coffee Day,19.01310523752376,72.82428268921285,Café
1323,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Adarsh Nagar,19.01542357302025,72.82308249920646,Flea Market
1324,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Birdy's,19.015067673003745,72.82753702090746,Dessert Shop
1325,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Kamat Restaurant,19.01625877993831,72.82891028970984,Indian Restaurant
1326,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Vodafone Store,19.013060565439428,72.82830123118084,Mobile Phone Shop
1327,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Tata press lane,19.017420187848657,72.82736968930693,Smoke Shop
1328,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Utsav Restaurant,19.017435059725546,72.82724851807635,Indian Restaurant
1329,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Quick Bite,19.012849564058307,72.82573675766895,Food
1330,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,"Century Bazaar, Worli",19.0127363416952,72.82394886016846,Scenic Lookout
1331,Prabhadevi,400025,19.0148811,72.8279556,Mumbai,Downtown Dhaba,19.018530732579727,72.83061243989664,Indian Restaurant
1332,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Jolly Gymkhana,19.081857611922572,72.89975003741559,Cricket Ground
1333,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Udipi Hotel,19.080081317818177,72.90410260214107,Fast Food Restaurant
1334,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Sai Swad Dosa,19.08042134284912,72.90429817279468,Fast Food Restaurant
1335,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Pooja Malai Gola,19.080111914515825,72.90552454958744,Ice Cream Shop
1336,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Jolly Gym Khana,19.081887013772164,72.89860213648038,Bar
1337,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Cafe Rumours,19.07749507220888,72.89907473909548,Fast Food Restaurant
1338,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Hotel Pooja,19.081208576634516,72.90432592965671,Vegetarian / Vegan Restaurant
1339,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,China House,19.077255560514047,72.89699275859576,Chinese Restaurant
1340,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Blossoms,19.08014579945482,72.90355920429533,Fast Food Restaurant
1341,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Subway,19.075292765326537,72.90372579995883,Sandwich Place
1342,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Somaiya Grounds,19.074621436269148,72.90168242106796,Playground
1343,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Hotel Swapna,19.0805938741858,72.89610442353327,Breakfast Spot
1344,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Bhatt's Ukala/Chai Corner,19.0807327558546,72.89617624989727,Restaurant
1345,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Rohini Resto And Bar,19.080288805172852,72.89590252874294,Restaurant
1346,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Wada,19.08158056515568,72.8964653821434,Athletics & Sports
1347,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Somaiya College Ground,19.074175193263887,72.90198814004157,Playground
1348,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Spice & Cot,19.075186801486105,72.90389743274478,Indian Restaurant
1349,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Kashi Dairy,19.074169591392046,72.90325138978442,Cheese Shop
1350,Rajawadi,400077,19.07853645,72.90019463836587,Mumbai,Pavilion restaurant and bar,19.079989124822323,72.9056863248846,Indian Restaurant
1351,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Baskin-Robbins,19.121535777724546,72.87874485860023,Ice Cream Shop
1352,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Sun Moon & Potatoes,19.124096612225628,72.86988272955682,Italian Restaurant
1353,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Domino's Pizza,19.125999999999998,72.874,Pizza Place
1354,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Global Fusion China Gate Restaurant,19.123717670772518,72.86990283382455,Asian Restaurant
1355,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Cafe Coffee Day,19.122444276702762,72.87982539121909,Coffee Shop
1356,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Subway,19.122094715883005,72.870806425913,Sandwich Place
1357,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Chai Tapri,19.125470499871625,72.87523914355684,Café
1358,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,SEEPZ Bus Depot,19.126169558248712,72.87372191288979,Bus Station
1359,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Kaydee's,19.12517430663509,72.87365177276966,Restaurant
1360,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Sudha Vihar Veg,19.12714395423823,72.87425265626067,Vegetarian / Vegan Restaurant
1361,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Hotel Sun City,19.128510850919433,72.87772816878116,Indian Restaurant
1362,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,SEEPZ,19.129521984855913,72.87795052063103,Government Building
1363,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,"Reliance Hangar, Mumbai Airport",19.130356600095656,72.87510068944368,Airport Terminal
1364,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,TCS Canteen,19.121600489995238,72.87136816736859,Indian Restaurant
1365,SEEPZ,400096,19.1253556,72.8751701719707,Mumbai,Arome,19.129761026982546,72.87811781736777,Restaurant
1366,Sahar,400099,19.0995955,72.867284,Mumbai,ITC Maratha,19.104023356439328,72.86963760852814,Hotel
1367,Sahar,400099,19.0995955,72.867284,Mumbai,Peshawari,19.10395400387377,72.86987902868674,Indian Restaurant
1368,Sahar,400099,19.0995955,72.867284,Mumbai,Pan Asian,19.104424065333735,72.86975055081649,Asian Restaurant
1369,Sahar,400099,19.0995955,72.867284,Mumbai,Dum Pukth,19.10406987143994,72.86982150430973,Indian Restaurant
1370,Sahar,400099,19.0995955,72.867284,Mumbai,Upper Crust Lounge,19.104039910989588,72.86983764356485,Hotel Bar
1371,Sahar,400099,19.0995955,72.867284,Mumbai,The Peshwa Pavilion,19.1040177034789,72.86986770672289,Indian Restaurant
1372,Sahar,400099,19.0995955,72.867284,Mumbai,Bombay High,19.10426151602542,72.8698212979368,Bar
1373,Sahar,400099,19.0995955,72.867284,Mumbai,Grand Maratha Sheraton Towers Hotel Mumbai,19.101792985482952,72.86485486486309,Hotel
1374,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,British Brewing Company,19.10753382553668,72.8834540658058,Brewery
1375,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Pizza Express,19.107447757123094,72.88345355722812,Italian Restaurant
1376,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Burger King,19.107589968755946,72.88284726769875,Fast Food Restaurant
1377,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,5 Spice,19.106399305364558,72.88450900941629,Chinese Restaurant
1378,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Global Fusion,19.108244004465607,72.88317819041956,Restaurant
1379,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Samvene,19.10805406995919,72.87957777599274,Bagel Shop
1380,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,TFB,19.106159052044173,72.88467114306954,Fast Food Restaurant
1381,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,The Bar Stock Exchange,19.105541997241264,72.88415924064141,Pub
1382,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Barbeque Nation,19.107612906758266,72.88402422433657,BBQ Joint
1383,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Spirit Kitchen & Bar,19.106812165160576,72.88116503339843,Indian Restaurant
1384,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Mahesh Lunch Home,19.106865558109074,72.88454924140912,Seafood Restaurant
1385,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Jughead's,19.10737716932721,72.88384709242133,Pub
1386,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Chakra Restaurant & Bar,19.1034718702735,72.88620503396372,Indian Restaurant
1387,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Kailash Parbat,19.105861852185942,72.88530174357547,Indian Restaurant
1388,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Domino's Pizza,19.107072251054824,72.88218828427475,Pizza Place
1389,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Pop Tate's,19.10385253269812,72.88665166499476,American Restaurant
1390,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,backstreet cafe,19.10384438262967,72.88643396823551,Bar
1391,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,McDonald's,19.106162451201147,72.88372993469237,Fast Food Restaurant
1392,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Asia Kitchen & Bar,19.10469930977711,72.88637605160552,Indian Chinese Restaurant
1393,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Marol Naka Metro Station,19.108142549175707,72.87937294859846,Light Rail Station
1394,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Shalimar Restaurant,19.107005447312893,72.88442193533446,Indian Restaurant
1395,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Cafe Coffee Day,19.109912170915578,72.8794215741696,Coffee Shop
1396,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Urban Tadka,19.103745255876124,72.88655205656417,Indian Restaurant
1397,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Cafe Coffee Day,19.107419510424467,72.88201835321419,Café
1398,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,McDonald's,19.10613905216254,72.88487836449845,Fast Food Restaurant
1399,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Spice bazaar,19.105630310905173,72.88430194635656,Indian Restaurant
1400,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,"Poptates,Sakinaka",19.10383211812407,72.88628112779101,Fast Food Restaurant
1401,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Subway,19.107060090108977,72.8839843638412,Sandwich Place
1402,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Cafe Coffee Day,19.109873109725548,72.88134258352069,Café
1403,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Cafe O,19.103705589575807,72.88639597646761,Café
1404,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Kobe Sizzlers,19.107451077729568,72.88324777625131,Mediterranean Restaurant
1405,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Nikon India Private Limited,19.107519007167536,72.88092723144389,Electronics Store
1406,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Ambrosia Cafe & Deli,19.10595,72.880684,Café
1407,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Riviera Restaurant,19.108197091154736,72.88779775504798,Indian Restaurant
1408,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Sudarshan Veg Restaurant,19.103560889956665,72.88626541257092,Restaurant
1409,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Cafe Coffee Day,19.10358117847498,72.88645233174954,Coffee Shop
1410,Saki Naka,400072,19.1082208,72.88358240000002,Mumbai,Vodafone Store,19.1112156037972,72.88800805173081,Mobile Phone Shop
1411,Santacruz (East),400055,19.0815223,72.84175649999997,Mumbai,Sandwizzaa,19.08070030358886,72.84041405733342,Sandwich Place
1412,Santacruz (East),400055,19.0815223,72.84175649999997,Mumbai,K 11 Fitness Gym & Academy,19.07799425301529,72.84263076212586,Gym
1413,Santacruz (East),400055,19.0815223,72.84175649999997,Mumbai,Seasons,19.080886712099726,72.83830996979094,Women's Store
1414,Santacruz (East),400055,19.0815223,72.84175649999997,Mumbai,Atrang Fashions,19.082495443817308,72.83800669990914,Jewelry Store
1415,Santacruz (East),400055,19.0815223,72.84175649999997,Mumbai,Shabari Restaurant,19.082411186720574,72.8407586240743,Indian Restaurant
